X,y
0.027610585618011996,1.43331952056213
0.10292247147901223,0.1027408574717833
0.12709563372047594,0.12675374098641756
0.17194260557609198,0.1710966311037073
0.22613644455269033,0.22421401727465176
0.23225206359998862,-0.17906153158983393
0.2904180608409973,0.286352804345013
0.3177917514301182,0.31246964759539164
0.3252579649263976,0.31955323587983414
0.3702232586704518,0.3618235731145804
0.3727532183988541,0.921113015734847
0.4424625102595975,0.4281661316287576
0.48836057003191935,0.46917873343124405
0.5394571349665223,0.5136702958653954
0.5793452976256486,0.5474761852968699
0.5979712296915085,0.5372548226513713
0.6101911742238941,0.573024145204744
0.6974693032602092,0.6422800427527771
0.7046211248738132,0.647745227358283
0.7799726016810132,0.7032599411005616
0.7800932022121826,-0.5193537469181233
0.8526206184364576,0.753007387399904
0.9091248360355031,0.7889663092500392
0.9170225492671691,0.7937942964459271
0.9242722776276352,0.7981825832734081
0.979914312095726,1.5825729499018093
0.993578407670862,0.8379840577650263
0.9983689107917987,0.8405885845920602
1.0616955533913808,0.8731831366965085
1.2938999080000846,0.9619085005874775
1.3567451588694794,1.246029616175353
1.4046725484369038,0.986233149307527
1.4561457009902097,0.9934348132172831
1.4607232426760908,0.9939480722518202
1.5212112147976886,0.9987709101936252
1.5230688458668533,0.2322078443401142
1.554911608578311,0.9998738405163816
1.5585553804470549,0.9999250805517607
1.6259166101337352,0.9984812617657285
1.6266516538163218,0.9984404967320583
1.654490124263246,1.8101052215615967
1.7837666334679465,0.9774074113589307
1.7923286427213632,0.9755619070348662
1.8318092164684585,0.9661290882110752
1.8727005942368125,0.9547720078212029
1.9433864484474102,2.2004478618421537
2.137705091792748,0.843565079495282
2.1597250932105787,0.8315361948295592
2.2007624686980067,0.8080474551692951
2.28034992108518,0.7586527827355745
2.3610746258097466,1.3343932390410447
2.4689779818219537,0.6230332983954295
2.475884550556351,0.6176161961443626
2.571172192068058,0.5399859879885008
2.600340105889054,0.5152099091012566
2.6136641469099704,1.5200810969951288
2.6237821581611893,0.4949788542969496
2.7134804157912424,0.4151541494739223
2.7335513967163982,0.3968121603582626
2.8063859878474813,0.3289643401092156
2.9620728443102124,-1.1105358368359581
2.9894998940554256,0.15150706382114432
2.993292420985183,0.14775723656416395
3.005575058716044,0.13559857726426933
3.0377242595071916,0.10368172829579
3.0592644736118975,-0.8421259296316761
3.1164906341377896,0.025099383357034693
3.1877873567760657,-0.04617827540339179
3.31261142176991,-0.17018634349643522
3.4211651325607844,-0.2759447519113636
3.534286719238086,-0.7828900676652181
3.540362888980227,-0.3882853599177417
3.566223936114975,-0.41198483782192363
3.6450358402049368,-0.4824443712442898
3.64803089169032,-0.4850656487790086
3.6599697090570253,-1.6098528322537695
3.803925243084487,-0.6149579099068835
3.854835899772805,-0.6542898927680485
3.8563517334297286,-0.6554354804875191
3.861223846483287,-0.659107355837823
3.8756641168055728,-1.580914280208444
3.925879806965068,-0.7063207422213166
4.010984903770199,-0.7639369026756714
4.041986740582305,-0.7835718171969351
4.0773071422741705,-0.8050231492505652
4.143687545759647,0.09768881071979707
4.162213204002109,-0.8524326328192876
4.315517129377968,-0.9222746441788418
4.330880728874676,-0.9281041381570696
4.436063712881633,-0.962064480232575
4.474136752138244,-2.149428936471023
4.546602010393911,-0.9862887882491217
4.609371175115584,-0.994698357102555
4.697494707820946,-0.9998890823729124
4.7444276862666666,-0.9994868045636381
4.75357153204958,-1.1171788443103898
4.828160165372797,-0.9933059980004824
4.847923138822793,-0.99082929729308
4.8495492608099715,-0.9906082664424217
4.9344346830025865,-0.97544897471523
